Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,PTM,Avg. Mass,Description
1646,223609,tr|A0A1Q4AWD3|A0A1Q4AWD3_9MICO,132.51,81,0,25,0,15,15,81,40,15,0,15,15,15,0,0,,5.012E2,,,,5.2586E2,3.929E2,,,,,,,,4,2,0,2,0,2,1,4,2,3,0,2,1,2,0,0,,7303,Cold-shock protein OS=Micrococcales bacterium 70-64 OX=1895789 GN=BGO97_14890 PE=4 SV=1
1646,223610,tr|A0A1E4M6G6|A0A1E4M6G6_9MICO,132.51,81,0,25,0,15,15,81,40,15,0,15,15,15,0,0,,5.012E2,,,,5.2586E2,3.929E2,,,,,,,,4,2,0,2,0,2,1,4,2,3,0,2,1,2,0,0,,7303,Cold-shock protein OS=Leifsonia sp. SCN 70-46 OX=1660107 GN=ABT06_14890 PE=4 SV=1
1646,225105,tr|A0A522DFG8|A0A522DFG8_9MICO,132.51,81,0,25,0,15,15,81,40,15,0,15,15,15,0,0,,5.012E2,,,,5.2586E2,3.929E2,,,,,,,,4,2,0,2,0,2,1,4,2,3,0,2,1,2,0,0,,7288,Cold-shock protein OS=Salinibacterium sp. OX=1915057 GN=EPN91_12160 PE=4 SV=1
692,216604,tr|A0A2W7ALH8|A0A2W7ALH8_9CYAN,132.43,21,0,0,9,6,0,3,6,0,21,3,18,3,0,0,,,,,,,,,1.715E3,,1.7467E3,,,,6,2,0,0,3,3,0,3,2,0,16,1,11,7,0,0,Oxidation (M),40840,30S ribosomal protein S1 OS=Leptolyngbya sp. OX=47254 GN=DCF22_09250 PE=4 SV=1
1027,223744,tr|A0A3C1DZK8|A0A3C1DZK8_9MICO,132.26,10,0,3,0,10,7,10,10,0,0,0,0,0,0,0,,,,3.317E3,5.439E4,8.3179E3,7.2437E3,,,,,,,,3,2,0,1,0,5,9,10,7,0,0,0,0,0,0,0,,36398,Phosphate-binding protein PstS OS=Microbacteriaceae bacterium OX=1873462 GN=pstS PE=3 SV=1
1096,218147,tr|A0A2W6ZYW2|A0A2W6ZYW2_9CYAN,132.22,11,0,0,0,0,0,0,0,6,11,3,6,0,0,0,,,,,,,,2.3966E3,8.6723E4,8.7103E2,1.9713E3,,,,4,3,0,0,0,0,0,0,0,5,14,8,3,0,0,0,Deamidation (NQ),59862,SLH domain-containing protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_20830 PE=3 SV=1
1372,218372,tr|A0A2W7C488|A0A2W7C488_9CYAN,132.18,33,0,0,0,0,0,0,0,0,33,0,26,0,0,0,,,,,,,,,1.9928E4,,5.7409E4,,,,5,5,0,0,0,0,0,0,0,0,15,0,9,0,0,0,Deamidation (NQ); Oxidation (M),21961,DUF2267 domain-containing protein OS=Leptolyngbya sp. OX=47254 GN=DCF22_12360 PE=4 SV=1
1682,224513,tr|A0A2T1DFM3|A0A2T1DFM3_9CYAN,131.81,26,0,26,7,25,0,7,8,0,0,0,0,0,0,0,,5.2377E3,2.4367E2,8.3059E3,,1.9073E3,4.7064E2,,,,,,,,4,4,0,10,1,6,0,1,1,0,0,0,0,0,0,0,,18361,OstA-like family protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_11860 PE=4 SV=1
1019,222237,tr|A0A2T1D3X4|A0A2T1D3X4_9CYAN,131.55,52,0,26,34,39,0,14,26,0,13,0,0,0,0,0,,9.326E2,3.5548E3,9.3487E3,,,2.6301E3,,4.2637E3,,,,,,6,3,0,6,7,14,0,1,3,0,1,0,0,0,0,0,Oxidation (M),9965,HU family DNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_24965 PE=3 SV=1
2731,219077,tr|A0A4R8VRM2|A0A4R8VRM2_9MICO,131.38,16,0,0,0,4,7,0,16,0,0,0,0,0,0,0,,,,1.0128E3,1.1874E3,,3.368E3,,,,,,,,4,2,0,0,0,1,2,0,4,0,0,0,0,0,0,0,Oxidation (M),37564,Sugar ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB2-B OX=1259183 GN=E3O44_08580 PE=4 SV=1
2162,216308,tr|A0A2G4F675|A0A2G4F675_9CYAN,131.32,11,0,0,0,0,0,0,0,0,11,1,0,0,0,0,,,,,,,,,3.3123E3,,,,,,6,2,0,0,0,0,0,0,0,0,7,5,0,0,0,0,,102229,Phycobiliprotein ApcE OS=Tychonema bourrellyi FEM_GT703 OX=2040638 GN=CP500_002560 PE=3 SV=1
1270,222191,tr|A0A2T1DEW5|A0A2T1DEW5_9CYAN,131.27,21,0,0,14,14,0,5,3,0,7,0,5,0,0,0,,,2.9573E4,2.1389E4,,2.8448E3,1.2171E3,,,,4.7617E3,,,,5,4,0,0,10,7,0,2,1,0,4,0,2,0,0,0,Oxidation (M),28653,Glutathione S-transferase family protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_13455 PE=4 SV=1
1994,220940,tr|A0A1N7DB13|A0A1N7DB13_9SPHI,131.27,8,0,0,3,0,5,3,8,0,0,2,0,0,0,0,,,,,1.2939E4,,5.5192E3,,,2.0895E3,,,,,4,2,0,0,1,0,6,2,4,0,0,1,0,0,0,0,,48727,OmpA-OmpF porin  OOP family OS=Mucilaginibacter lappiensis OX=354630 GN=SAMN05421821_11120 PE=4 SV=1
1994,221695,tr|A0A1H0WUC7|A0A1H0WUC7_9SPHI,131.27,9,0,0,3,0,5,3,9,0,0,2,0,0,0,0,,,,,1.2939E4,,5.5192E3,,,2.0895E3,,,,,4,2,0,0,1,0,6,2,4,0,0,1,0,0,0,0,,48596,OmpA-OmpF porin  OOP family OS=Mucilaginibacter sp. OK268 OX=1881048 GN=SAMN05428975_3912 PE=4 SV=1
2267,216846,tr|A0A0D8ZTV3|A0A0D8ZTV3_9CYAN,131.09,14,0,0,0,0,0,0,0,0,12,0,12,0,0,0,,,,,,,,,1.6957E3,,2.8347E3,,,,6,2,0,0,0,0,0,0,0,0,6,0,5,0,0,0,,52489,Phosphoglucosamine mutase OS=Aliterella atlantica CENA595 OX=1618023 GN=UH38_10520 PE=3 SV=1
1678,219587,tr|K9W5Y7|K9W5Y7_9CYAN,131.01,29,0,8,0,0,0,0,0,0,21,0,7,0,0,0,,1.8844E3,,,,,,,3.8396E4,,4.4288E4,,,,5,5,0,2,0,0,0,0,0,0,13,0,4,0,0,0,Deamidation (NQ); Acetylation (Protein N-term),19062,Rhodanese-like protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_4426 PE=4 SV=1
1406,217387,tr|K9VZI6|K9VZI6_9CYAN,130.50,9,0,0,1,0,0,3,0,0,8,0,8,0,0,0,,,,,,,,,1.1032E4,,9.451E3,,,,5,2,0,0,1,0,0,2,0,0,12,0,8,0,0,0,,83449,Photosystem I P700 chlorophyll a apoprotein A1 OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=psaA PE=3 SV=1
1351,220635,tr|A0A2T1DLW4|A0A2T1DLW4_9CYAN,130.44,52,0,40,42,25,0,13,13,0,0,0,0,0,0,0,,4.6234E3,1.1602E4,9.0968E3,,1.6998E3,1.5174E3,,,,,,,,5,5,0,5,7,7,0,3,2,0,0,0,0,0,0,0,,11342,50S ribosomal protein L23 OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=rplW PE=3 SV=1
2627,218586,tr|K9W427|K9W427_9CYAN,130.40,30,0,0,0,0,0,0,0,0,10,0,25,0,0,0,,,,,,,,,5.2316E3,,3.0359E4,,,,5,5,0,0,0,0,0,0,0,0,2,0,6,0,0,0,Oxidation (M),25585,Catalase OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_4317 PE=3 SV=1
1460,219469,tr|A0A2Z3GHE9|A0A2Z3GHE9_9BACT,130.19,5,0,2,2,1,3,4,4,0,0,0,0,0,0,0,,2.7465E3,1.5275E3,1.1195E3,3.2338E3,4.1203E3,3.8326E3,,,,,,,,4,3,0,4,3,1,6,5,3,0,0,0,0,0,0,0,Deamidation (NQ),131704,Por_Secre_tail domain-containing protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_01790 PE=4 SV=1
1792,220250,tr|A0A428MJG2|A0A428MJG2_9BACT,129.73,4,0,4,1,3,2,2,4,0,0,0,0,0,0,0,,3.0146E3,1.2155E3,1.0942E3,1.9939E3,2.1066E2,5.5266E3,,,,,,,,3,3,0,4,1,3,2,2,5,0,0,0,0,0,0,0,,129972,Carboxypeptidase family protein OS=Edaphobacter aggregans OX=570835 GN=EDE15_2476 PE=4 SV=1
2295,219826,tr|A0A2T1DK75|A0A2T1DK75_9CYAN,129.64,20,0,0,20,5,0,0,0,0,0,0,0,0,0,0,,,1.0271E4,5.9951E2,,,,,,,,,,,4,4,0,0,10,1,0,0,0,0,0,0,0,0,0,0,,34477,Paraslipin OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_05285 PE=3 SV=1
954,221625,tr|K9VVC5|K9VVC5_9CYAN,129.31,21,0,6,6,6,0,0,6,0,21,0,20,6,0,0,,1.7584E4,4.6159E4,2.0992E4,,,1.2239E4,,3.4282E4,,4.3721E4,7.8658E2,,,4,2,0,1,3,1,0,0,1,0,12,0,15,1,0,0,,20191,Ferritin Dps family protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0110 PE=3 SV=1
1677,218955,tr|K9W0X8|K9W0X8_9CYAN,128.92,18,0,4,4,4,0,0,0,0,14,0,6,0,0,0,,,,,,,,,2.9511E3,,7.0002E2,,,,5,2,0,1,5,1,0,0,0,0,9,0,3,0,0,0,Oxidation (M),47457,Urea-binding protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_2546 PE=4 SV=1
1749,219401,tr|A0A5Q2FDH3|A0A5Q2FDH3_9ACTN,128.80,6,0,3,0,3,3,4,4,0,0,0,0,0,0,0,,6.8724E2,,2.248E3,3.1715E3,4.1308E3,1.7789E3,,,,,,,,4,2,0,2,0,2,4,7,3,0,0,0,0,0,0,0,,102910,Phosphoesterase OS=Raineyella sp. CBA3103 OX=2662261 GN=Rai3103_07110 PE=4 SV=1
1668,218896,tr|A0A1J5QWQ0|A0A1J5QWQ0_9ZZZZ,128.58,18,0,0,0,8,13,15,8,0,0,0,0,0,0,0,,,,3.4674E2,1.5861E3,8.2059E2,9.5607E2,,,,,,,,4,2,0,0,0,3,5,5,6,0,0,0,0,0,0,0,Oxidation (M),38045,Multiple sugar-binding periplasmic receptor ChvE OS=mine drainage metagenome OX=410659 GN=chvE_1 PE=4 SV=1
1865,219783,tr|A0A239CSW9|A0A239CSW9_9BACT,128.11,10,0,4,2,4,0,7,10,0,0,0,0,0,0,0,,6.0509E3,4.0043E2,3.6029E3,,6.3922E3,8.2589E3,,,,,,,,4,4,0,2,1,3,0,4,6,0,0,0,0,0,0,0,Deamidation (NQ),55274,Outer membrane protein OmpA OS=Granulicella rosea OX=474952 GN=SAMN05421770_10178 PE=4 SV=1
706,224856,tr|A0A2T1DC92|A0A2T1DC92_9CYAN,128.02,33,0,33,12,33,0,33,33,0,12,0,23,0,0,0,,1.4169E4,7.9701E3,2.4759E4,,9.0308E3,3.6599E3,,0,,6.3273E2,,,,3,3,0,15,6,12,0,6,3,0,2,0,2,0,0,0,,17936,Cytochrome c-550 OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=psbV PE=3 SV=1
429,224246,tr|A0A259MK25|A0A259MK25_9PROT,127.78,30,0,30,15,15,15,15,30,0,6,0,6,0,0,0,,6.0987E4,9.3926E3,7.6646E4,2.1214E2,5.3814E3,3.5359E4,,,,,,,,3,2,0,16,8,18,7,9,11,0,2,0,2,0,0,0,Deamidation (NQ); Oxidation (M),17343,Fasciclin OS=Rhodospirillales bacterium 39-66-50 OX=1970570 GN=B7X63_15405 PE=4 SV=1
2031,218173,tr|A0A5C4N3F5|A0A5C4N3F5_9RHOB,127.67,13,0,0,0,0,0,0,0,0,10,0,13,0,0,0,,,,,,,,,2.8062E3,,3.8198E3,,,,5,2,0,0,0,0,0,0,0,0,7,0,7,0,0,0,Oxidation (M),63934,Carbohydrate ABC transporter substrate-binding protein OS=Rubellimicrobium rubrum OX=2585369 GN=FHG66_03890 PE=4 SV=1
1675,217738,tr|K9VSN3|K9VSN3_9CYAN,127.61,24,0,0,0,0,0,0,0,0,17,0,20,7,0,0,,,,,,,,,2.7493E4,,8.3044E3,0,,,5,5,0,0,0,0,0,0,0,0,10,0,8,1,0,0,Carboxymethyl; Oxidation (M),34925,Orange carotenoid-binding protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_0045 PE=3 SV=1
842,219371,tr|A0A2A2TPX3|A0A2A2TPX3_9CYAN,127.42,50,0,30,19,26,8,19,16,0,23,0,12,0,0,0,,5.2433E3,1.6746E4,1.2278E4,,2.2726E4,1.9773E4,,,,,,,,6,2,0,6,4,7,1,5,3,0,6,0,6,0,0,0,Deamidation (NQ),13614,Fasciclin OS=Calothrix elsteri CCALA 953 OX=987040 GN=CK510_01420 PE=4 SV=1
1400,217427,tr|A0A6N8FYJ1|A0A6N8FYJ1_9CHRO,127.42,13,0,0,0,1,0,2,2,2,8,2,7,2,0,0,,,,,,,,,9.4421E2,,3.1194E3,,,,6,2,0,0,0,1,0,1,1,2,7,4,5,2,0,0,Oxidation (M),66932,ATP-dependent zinc metalloprotease FtsH OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=ftsH PE=3 SV=1
1400,217453,tr|A0A1U7HAQ7|A0A1U7HAQ7_9CHRO,127.42,13,0,0,0,1,0,2,2,2,8,2,7,2,0,0,,,,,,,,,9.4421E2,,3.1194E3,,,,6,2,0,0,0,1,0,1,1,2,7,4,5,2,0,0,Oxidation (M),67439,ATP-dependent zinc metalloprotease FtsH OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=ftsH PE=3 SV=1
1400,217466,tr|K9XEM2|K9XEM2_9CHRO,127.42,13,0,0,0,1,0,2,2,2,8,2,7,2,0,0,,,,,,,,,9.4421E2,,3.1194E3,,,,6,2,0,0,0,1,0,1,1,2,7,4,5,2,0,0,Oxidation (M),67542,ATP-dependent zinc metalloprotease FtsH OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=ftsH PE=3 SV=1
726,221235,tr|A0A3G4ZVK3|A0A3G4ZVK3_9VIRU,127.25,34,0,6,0,6,8,14,34,0,6,0,6,0,0,0,,,,,,,4.7701E3,,,,,,,,4,2,0,2,0,2,4,7,25,0,3,0,2,0,0,0,,17629,Polyubiquitin OS=Edafosvirus sp. OX=2487765 GN=Edafosvirus51_4 PE=4 SV=1
2335,219603,tr|A0A7G6Z8K1|A0A7G6Z8K1_9MICO,127.20,26,0,0,0,0,6,5,20,0,0,0,0,0,0,0,,,,,5.5028E2,6.7942E2,8.1942E3,,,,,,,,5,5,0,0,0,0,1,1,9,0,0,0,0,0,0,0,,32206,ABC transporter substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_09265 PE=4 SV=1
484,224773,tr|A0A2T1DYS7|A0A2T1DYS7_9CYAN,126.68,11,0,9,11,9,0,9,8,0,0,0,0,0,0,0,,7.4981E4,7.2963E4,8.8329E4,,3.0401E4,8.2145E3,,,,,,,,4,4,0,14,17,19,0,9,5,0,0,0,0,0,0,0,Deamidation (NQ),39176,Phosphate-binding protein OS=Stenomitos frigidus ULC18 OX=2107698 GN=pstS PE=3 SV=1
680,218513,tr|A0A2T1DCX7|A0A2T1DCX7_9CYAN,126.67,9,0,9,7,9,0,6,9,0,0,0,0,0,0,0,,1.2009E4,4.9486E3,5.075E4,,5.5604E3,1.1078E4,,,,,,,,4,4,0,12,5,19,0,5,6,0,0,0,0,0,0,0,,67842,TolC family protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_15565 PE=3 SV=1
1829,220483,tr|A0A5J5IGS5|A0A5J5IGS5_9BACT,126.39,4,0,0,1,3,0,3,4,0,0,0,0,0,0,0,,,8.8865E2,2.8334E3,,8.5419E3,3.898E3,,,,,,,,3,3,0,0,1,3,0,5,7,0,0,0,0,0,0,0,,105948,SusC/RagA family TonB-linked outer membrane protein OS=Chitinophagaceae bacterium BR5-29 OX=2607284 GN=FW778_15595 PE=3 SV=1
1713,220141,tr|A0A4U3KX78|A0A4U3KX78_9BACT,126.36,6,0,0,0,0,1,6,1,0,0,0,0,0,0,0,,,,,3.9052E3,1.6134E4,1.2251E3,,,,,,,,4,3,0,0,0,0,1,16,1,0,0,0,0,0,0,0,Deamidation (NQ),115137,TonB-dependent receptor OS=Ilyomonas limi OX=2575867 GN=FC093_15540 PE=3 SV=1
1916,217636,tr|A0A0T2KRR3|A0A0T2KRR3_9MICO,126.33,14,0,0,0,0,0,0,8,0,0,6,5,0,0,0,,,,,,,2.0302E3,,,1.1666E3,,,,,5,2,0,0,0,0,0,0,8,0,0,5,2,0,0,0,Oxidation (M),52517,ATP synthase subunit beta OS=Microbacterium sp. Root61 OX=1736570 GN=atpD PE=3 SV=1
2649,223389,tr|A0A535UPL6|A0A535UPL6_9CHLR,126.04,13,0,7,13,0,0,0,0,0,0,0,0,0,0,0,,4.6951E3,9.916E3,,,,,,,,,,,,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,,34869,Dihydroxyacetone kinase subunit DhaK OS=Chloroflexi bacterium OX=2026724 GN=dhaK PE=4 SV=1
2649,223390,tr|A0A1Q6Y8N4|A0A1Q6Y8N4_9CHLR,126.04,13,0,7,13,0,0,0,0,0,0,0,0,0,0,0,,4.6951E3,9.916E3,,,,,,,,,,,,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,0,,34883,Dihydroxyacetone kinase subunit DhaK OS=Ktedonobacter sp. 13_2_20CM_53_11 OX=1805233 GN=AUH05_16755 PE=4 SV=1
1884,225003,tr|A0A2T1DM10|A0A2T1DM10_9CYAN,125.85,51,0,39,39,51,0,16,16,0,0,0,0,0,0,0,,4.2092E3,9.708E3,1.4246E4,,1.4805E3,1.2248E3,,,,,,,,4,4,0,3,6,5,0,1,1,0,0,0,0,0,0,0,,8317,50S ribosomal protein L29 OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=rpmC PE=3 SV=1
2167,217927,tr|A0A2Z3GV62|A0A2Z3GV62_9BACT,125.56,6,0,0,0,0,1,4,4,0,0,0,0,0,0,0,,,,,,5.6489E2,1.0464E3,,,,,,,,5,2,0,0,0,0,1,5,6,0,0,0,0,0,0,0,Deamidation (NQ),127357,TonB-dependent receptor OS=Hymenobacter nivis OX=1850093 GN=DDQ68_20215 PE=4 SV=1
901,220395,tr|E8X7I1|E8X7I1_GRATM,125.48,3,0,3,2,2,2,3,3,0,0,0,0,0,0,0,,1.5849E4,3.3613E3,9.1521E3,2.3499E4,1.6321E4,2.7181E4,,,,,,,,4,4,0,8,2,3,6,10,7,0,0,0,0,0,0,0,,121809,Cna B domain protein OS=Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9) OX=1198114 GN=AciX9_4469 PE=4 SV=1
2955,219547,tr|A0A7G6Z9Y6|A0A7G6Z9Y6_9MICO,125.42,11,0,0,0,0,2,2,9,0,0,0,0,0,0,0,,,,,1.6218E3,6.379E2,3.0313E3,,,,,,,,4,4,0,0,0,0,1,1,3,0,0,0,0,0,0,0,,62912,ABC transporter family substrate-binding protein OS=Glaciihabitans sp. INWT7 OX=2596912 GN=F1C58_11995 PE=4 SV=1
3021,223334,tr|A0A0Q7S9D4|A0A0Q7S9D4_9CAUL,125.39,13,0,0,0,0,0,0,0,0,0,7,10,0,0,0,,,,,,,,,,6.023E2,7.1876E2,,,,3,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,,43500,OmpA-like domain-containing protein (Fragment) OS=Brevundimonas sp. Root1423 OX=1736462 GN=ASD25_10625 PE=4 SV=1
2034,220309,tr|A0A5C8UUW4|A0A5C8UUW4_9MICO,125.31,50,0,0,0,0,9,0,41,0,9,18,9,0,0,0,,,,,,,2.7677E3,,,,,,,,5,3,0,0,0,0,2,0,4,0,2,4,2,0,0,0,,13282,50S ribosomal protein L7/L12 OS=Lacisediminihabitans profunda OX=2594790 GN=rplL PE=3 SV=1
2034,220310,tr|A0A7G6Z4U7|A0A7G6Z4U7_9MICO,125.31,50,0,0,0,0,9,0,41,0,9,18,9,0,0,0,,,,,,,2.7677E3,,,,,,,,5,3,0,0,0,0,2,0,4,0,2,4,2,0,0,0,,13258,50S ribosomal protein L7/L12 OS=Glaciihabitans sp. INWT7 OX=2596912 GN=rplL PE=3 SV=1
2100,216868,tr|A0A2T1DNF6|A0A2T1DNF6_9CYAN,125.23,15,0,0,11,0,0,0,0,0,4,0,2,0,0,0,,,3.2599E3,,,,,,,,,,,,6,2,0,0,6,0,0,0,0,0,6,0,1,0,0,0,Deamidation (NQ); Oxidation (M),68585,ATP-dependent zinc metalloprotease FtsH OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=ftsH PE=3 SV=1
1980,216774,tr|A0A402D124|A0A402D124_9BACT,125.20,17,0,0,2,3,10,0,14,0,0,0,2,0,0,0,,,,3.9631E2,2.6457E3,,4.4914E3,,,,,,,,6,3,0,0,2,1,4,0,6,0,0,0,1,0,0,0,Oxidation (M),57377,60 kDa chaperonin OS=Capsulimonas corticalis OX=2219043 GN=groL PE=3 SV=1
1249,216988,tr|A0A2W4WF12|A0A2W4WF12_9CYAN,125.18,10,0,0,6,2,0,0,0,0,8,2,8,0,0,0,,,2.463E3,5.001E2,,,,,7.3887E3,,2.5155E3,,,,6,3,0,0,6,1,0,0,0,0,10,1,8,0,0,0,,70469,DNA-directed RNA polymerase subunit gamma OS=Shackletoniella antarctica OX=268115 GN=rpoC1 PE=3 SV=1
1249,217070,tr|G6FTS0|G6FTS0_9CYAN,125.18,10,0,0,6,2,0,0,0,0,8,2,8,0,0,0,,,2.463E3,5.001E2,,,,,7.3887E3,,2.5155E3,,,,6,3,0,0,6,1,0,0,0,0,10,1,8,0,0,0,,70797,DNA-directed RNA polymerase subunit gamma OS=Fischerella thermalis OX=372787 GN=rpoC1 PE=3 SV=1
1249,217380,tr|A0A6P0Z2K7|A0A6P0Z2K7_9CYAN,125.18,10,0,0,6,2,0,0,0,0,8,2,8,0,0,0,,,2.463E3,5.001E2,,,,,7.3887E3,,2.5155E3,,,,6,3,0,0,6,1,0,0,0,0,10,1,8,0,0,0,,67448,DNA-directed RNA polymerase subunit (Fragment) OS=Merismopedia sp. SIO2A8 OX=2607779 GN=F6K09_24125 PE=3 SV=1
1249,217454,tr|A0A0B0QSG2|A0A0B0QSG2_APHF2,125.18,10,0,0,6,2,0,0,0,0,8,2,8,0,0,0,,,2.463E3,5.001E2,,,,,7.3887E3,,2.5155E3,,,,6,3,0,0,6,1,0,0,0,0,10,1,8,0,0,0,,71183,DNA-directed RNA polymerase subunit gamma OS=Aphanizomenon flos-aquae (strain 2012/KM1/D3) OX=1532906 GN=rpoC1 PE=3 SV=1
1249,217458,tr|A0A1Z4VE81|A0A1Z4VE81_9CYAN,125.18,10,0,0,6,2,0,0,0,0,8,2,8,0,0,0,,,2.463E3,5.001E2,,,,,7.3887E3,,2.5155E3,,,,6,3,0,0,6,1,0,0,0,0,10,1,8,0,0,0,,70397,DNA-directed RNA polymerase subunit gamma OS=Raphidiopsis curvata NIES-932 OX=1973482 GN=rpoC1 PE=3 SV=1
1249,217475,tr|A0A0R0MCD1|A0A0R0MCD1_9CYAN,125.18,10,0,0,6,2,0,0,0,0,8,2,8,0,0,0,,,2.463E3,5.001E2,,,,,7.3887E3,,2.5155E3,,,,6,3,0,0,6,1,0,0,0,0,10,1,8,0,0,0,,70495,DNA-directed RNA polymerase subunit gamma OS=Cylindrospermopsis sp. CR12 OX=1747196 GN=rpoC1 PE=3 SV=1
1517,216808,tr|A0A2T1DFN1|A0A2T1DFN1_9CYAN,125.13,7,0,0,5,2,0,0,1,1,2,0,4,1,0,0,,,2.3885E3,0,,,,,,,8.0919E2,,,,5,3,0,0,3,1,0,0,1,2,3,0,4,7,0,0,,99088,Chaperone protein ClpB OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=clpB PE=3 SV=1
824,221333,tr|K9VY82|K9VY82_9CYAN,124.61,52,0,0,0,0,0,0,0,14,42,14,24,0,0,0,,,,,,,,,4.5393E3,,,,,,5,3,0,0,0,0,0,0,0,1,13,12,13,0,0,0,Oxidation (M),10954,Microcompartments protein OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=Cri9333_1587 PE=3 SV=1
1280,220188,tr|A0A2T1FAP2|A0A2T1FAP2_9CYAN,124.37,43,0,8,8,8,0,0,0,0,35,35,12,0,0,0,,1.119E3,2.4939E3,1.997E3,,,,,6.4426E3,2.6515E3,6.3493E2,,,,4,4,0,2,1,1,0,0,0,0,6,13,3,0,0,0,,15079,30S ribosomal protein S9 OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=rpsI PE=3 SV=1
1280,220189,tr|A0A2T1EVB5|A0A2T1EVB5_9CYAN,124.37,43,0,8,8,8,0,0,0,0,35,35,12,0,0,0,,1.119E3,2.4939E3,1.997E3,,,,,6.4426E3,2.6515E3,6.3493E2,,,,4,4,0,2,1,1,0,0,0,0,6,13,3,0,0,0,,15079,30S ribosomal protein S9 OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=rpsI PE=3 SV=1
1280,220688,tr|F5UMC9|F5UMC9_9CYAN,124.37,43,0,8,8,8,0,0,0,0,35,35,12,0,0,0,,1.119E3,2.4939E3,1.997E3,,,,,6.4426E3,2.6515E3,6.3493E2,,,,4,4,0,2,1,1,0,0,0,0,6,13,3,0,0,0,,15220,30S ribosomal protein S9 OS=Microcoleus vaginatus FGP-2 OX=756067 GN=rpsI PE=3 SV=1
1280,220689,tr|K9VQM4|K9VQM4_9CYAN,124.37,43,0,8,8,8,0,0,0,0,35,35,12,0,0,0,,1.119E3,2.4939E3,1.997E3,,,,,6.4426E3,2.6515E3,6.3493E2,,,,4,4,0,2,1,1,0,0,0,0,6,13,3,0,0,0,,15220,30S ribosomal protein S9 OS=Oscillatoria nigro-viridis PCC 7112 OX=179408 GN=rpsI PE=3 SV=1
1910,219367,tr|A0A4Z0PAC3|A0A4Z0PAC3_9BACT,124.18,5,0,1,0,0,1,3,5,0,0,0,0,0,0,0,,,,,,1.4745E2,1.8176E3,,,,,,,,4,3,0,1,0,0,4,4,6,0,0,0,0,0,0,0,,123615,SusC/RagA family TonB-linked outer membrane protein OS=Hymenobacter sp. 92R-1 OX=2510796 GN=EU556_01600 PE=3 SV=1
1910,219600,tr|A0A7K1TH14|A0A7K1TH14_9BACT,124.18,5,0,1,0,0,1,3,5,0,0,0,0,0,0,0,,,,,,1.4745E2,1.8176E3,,,,,,,,4,3,0,1,0,0,4,4,6,0,0,0,0,0,0,0,,123395,SusC/RagA family TonB-linked outer membrane protein OS=Hymenobacter sp. HMF4947 OX=2682976 GN=GO988_14855 PE=4 SV=1
